semana,neg-1,neg-2,neg-3,neg-4,neg-5,neg-6,neg-7,neg-8,neg-9,neg-10,neg-11,neg-12,neg-13,neg-14,neg-15,neg-16,neg-17,neg-18,neg-19,neg-20,pos-1,pos-2,pos-3,pos-4,pos-5,pos-6,pos-7,pos-8,pos-9,pos-10,pos-11,pos-12,pos-13,pos-14,pos-15,pos-16,pos-17,pos-18,pos-19,pos-20
1992-46,senador bayon,senador arguil,cia uni,portavoz popul,juec magistr,presi dent,inform ponenci,cort general,guard continu,escuel tall,ocup president,dictam comision,cas tan,portavoz senador,senador companys,banc españ,superior justici,pas imagin,pas fronteriz,pas impor,ejempl ocasion,ejempl ocurr,ejempl pact,ejempl pa,ejempl oficin,ejempl organiz,ejempl organ,ejempl oper,ejempl oblig,senador torrontegui,defensor puebl,formacion profesional,reform reglament,parqu tecnolog,nort sur,mocion numer,plan viviend,enmiend numer,senador cuev,cias senador
1992-48,presi dent,expropi forzos,cre consej,go biern,estatal mayor,casu lid,propon hac,in terpel,des autonom,particip mayor,popul dec,privatiz empres,absolut respect,años todav,pued pued,vec pued,co mo,edad avanz,ten cam,autonom dec,ejempl objet,ejempl oblig,ejempl ocasion,ejempl ocurr,ejempl pension,ejempl oficin,ejempl organ,ejempl organiz,ejempl pa,ejempl pact,ejempl pag,ejempl palpabl,ejempl paradigmat,ejempl parec,ejempl parlament,ejempl part,ejempl particip,ejempl pas,ejempl oper,ños popul
1992-49,senador garc,industri comerci,nador nacional,gran part,acueduct segovi,telefon 547,empres sindicat,gas natural,cuest san,castill leon,rivadeneyr madr,patrimoni human,23 00,plan viabil,vicent 28,hor cincuent,minut imprim,imprim rivadeneyr,cincuent minut,547 23,ejempl objet,ejempl oblig,ejempl particip,ejempl ocasion,ejempl oficin,ejempl oper,ejempl organ,ejempl organiz,ejempl pa,ejempl pact,ejempl pag,ejempl palpabl,ejempl paradigmat,ejempl parec,ejempl parlament,ejempl ocurr,ños popul,pregun ta,gra cias,cias senador
1992-51,vay finaliz,correspondient enmiend,particul senador,senador jerez,senador aguil,dar defend,portavoz senador,senador lis,cultur senador,vet numer,unas enmiend,senador cardon,senador galeron,pas portavoc,portavoz popul,pas seccion,senador dorreg,uni correspondient,articul novent,paus senador,volunt polit,16 diciembr,ministeri trabaj,plan gerontolog,senador galleg,gra portavoc,diciembr 1992,cualqui cas,defi nitiv,turn senador,defend vet,dorreg defens,formacion profesional,senador lob,mixt senador,gra cias,cias senador,defens enmiend,gra senador,sen dor
1993-6,histori españ,banc españ,senador garc,pre sident,06 deud,pas hor,pas igual,pas im,pas imagin,pas impor,pas import,pas importantisim,pas imprescind,pas impuest,pas impuls,pas in,pas inadvert,pas inclu,pas inclus,pas incorpor,ejempl nivel,ejempl niñ,ejempl norm,ejempl nuev,ejempl parec,ejempl num,ejempl objet,ejempl oblig,ejempl ocasion,ejempl ocurr,ejempl oficin,ejempl oper,ejempl organ,ejempl organiz,ejempl pa,ejempl pact,ejempl pag,ejempl palpabl,ejempl numer,ños popul
1993-8,particul numer,pas portavoc,insta nacion,pre sident,senador aspuru,febrer 1993,senador cardon,senador cercos,hij carg,credit inicial,senador sim,gast public,castr rabadan,24 febrer,pas hech,pas hambr,pas histori,pas hag,pas hor,pas igual,tal anunci,españ posibil,castill leon,fond garant,econom monetari,anunci inici,senador defens,cam represent,duplic senador,23 febrer,senador bolinag,industri comerci,grup cam,alemany roc,agricultur pesc,gra cias,senador garc,pregun ta,sen dor,cias senador
1993-10,pre sident,turn paus,senador aspuru,aprob asent,nacional vasc,perdon pre,deud public,popul senador,senador molin,patrimoni histor,general fech,ningun med,cia uni,aplic algun,hag mism,ac tuand,turism transport,afric sur,muchisi mos,nort afric,ejempl oblig,ejempl oficin,ejempl oper,ejempl organ,ejempl organiz,ejempl parec,ejempl pa,ejempl ocurr,ejempl paradigmat,ejempl pact,ejempl pag,ejempl palpabl,marz 1993,banc derech,servici sanitari,num 153,cambi climat,senador interpel,pas mos,cias senador
1993-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12,senador begu,rueg termin,garc contrer,turn paus,fond garant,senador nacional,termin tiemp,tesor amat,nacional vasc,senador tesor,fon do,pas im,pas hor,pas imagin,pas histori,pas igual,pas impor,pas importantisim,pas hech,pas imprescind,ejempl niñ,ejempl norm,ejempl paradigmat,ejempl nuev,ejempl numer,ejempl objet,ejempl oblig,ejempl ocasion,ejempl ocurr,ejempl oficin,ejempl oper,ejempl organ,ejempl organiz,ejempl pa,ejempl pact,ejempl pag,ejempl num,ños popul,empres public,acu do
1993-13,pre sident,capitul iv,particul numer,senador galan,senador galeron,senador lob,30 marz,nu 158,senador senador,uni correspondient,nivel ruid,numer uni,pas inclus,pas histori,pas hor,pas igual,pas im,pas institu,pas inmediat,pas inicial,ejempl objet,ejempl parlament,ejempl ocasion,ejempl oblig,ejempl ocurr,ejempl oficin,ejempl oper,ejempl organ,ejempl organiz,ejempl pa,ejempl pact,ejempl pag,ejempl palpabl,ejempl paradigmat,ños popul,pregun ta,inclu particul,cias senador,gra cias,enmiend numer
1993-26,06 deud,pas histori,pas hor,pas igual,pas im,pas imagin,pas impor,pas import,pas importantisim,pas imprescind,pas impuest,pas impuls,pas in,pas inadvert,pas inclu,pas inclus,pas incorpor,pas increment,pas inform,pas inici,ejempl nivel,ejempl niñ,ejempl norm,ejempl nuev,ejempl parec,ejempl num,ejempl objet,ejempl oblig,ejempl ocasion,ejempl ocurr,ejempl oficin,ejempl oper,ejempl organ,ejempl organiz,ejempl pa,ejempl pact,ejempl pag,ejempl palpabl,ejempl numer,ños popul
1993-38,crisis econom,ministeri interior,conced comision,comision servici,pas igual,pas im,pas imagin,pas impor,pas import,pas importantisim,pas imprescind,pas impuest,pas impuls,pas in,pas inadvert,06 deud,pas incorpor,pas increment,pas inform,pas inici,ejempl numer,ejempl objet,ejempl parlament,ejempl oblig,ejempl ocasion,ejempl ocurr,ejempl oficin,ejempl oper,ejempl organ,ejempl organiz,ejempl pa,ejempl pact,ejempl pag,ejempl palpabl,ejempl paradigmat,ños popul,sindrom toxic,afect sindrom,65 años,part dat
1993-40,octubr 1993,presi dent,1993 num,empres public,consegu justici,pas hech,pas histori,pas hor,pas igual,pas im,pas imagin,pas impor,pas import,pas importantisim,pas imprescind,pas impuest,pas impuls,pas in,pas inadvert,pas inclu,tod intervencion,ahor afirm,trat lleg,tip situacion,dich portavoz,objet tod,lleg tip,situacion objet,nuev text,dificil ocasion,intervencion mañan,vay ahor,modif norm,ministeri fiscal,text complet,enseñ superior,articul 25,mocion altern,tramit cion,regim agrari
1993-42,19 octubr,sen dor,1993 nu,impuest rent,poblacion proteg,preocup absolut,us ted,cre realid,deb respet,pas incorpor,pas hag,pas hambr,pas hech,pas histori,pas hor,pas igual,pas im,pas imagin,pas impor,pas importantisim,ejempl pact,ejempl pag,ejempl palpabl,ejempl nivel,tiemp tramit,efecti vament,for maliz,ayer tard,nucle poblacion,nuev contrat,senador san,provin cia,correspondient senador,asistent sanitari,sol problem,aprovech agu,comit region,canal television,dej ingres,relacion ma
1993-44,presupuest general,efect ment,constitu ponenci,ministeri cultur,pa ra,hotel estrell,empres industrial,sector servici,plan integral,junt castill,castill leon,ayunt segovi,acueduct segovi,pas inmediat,pas imagin,pas impor,pas import,pas importantisim,pas integr,pas imprescind,ejempl ocurr,ejempl organiz,ejempl objet,ejempl oblig,ejempl organ,ejempl ocasion,ejempl oper,ejempl oficin,ejempl numer,pas legislatur,ministeri justici,cam vot,profesional problem,permitam dig,plan emple,pu blic,agost 1985,cort general,obras public,sector quier
1993-46,jorn laboral,educ cion,materi educ,reform universitari,uni versitari,pas inform,pas hech,pas histori,pas hor,pas igual,pas im,pas imagin,pas impor,pas import,pas institu,pas importantisim,pas imprescind,pas impuest,pas hambr,pas inmediat,autonom diput,competent transfer,import polit,dich polit,unic pid,econom europe,ayud fiscal,mandat senador,electoral general,id sector,dentr camp,bid cuent,tiemp trabaj,derech ciudadan,plan emple,servici sanitari,baj plastic,tod seri,33 cient,propuest concret
1993-48,30 noviembr,municipi turist,noviembr 1993,sector pesquer,tiemp hac,tampoc entend,pas haci,pas hag,pas hambr,pas hech,pas histori,pas hor,pas igual,pas im,pas imagin,pas impor,06 deud,pas hac,pas importantisim,pas imprescind,ejempl ocasion,ejempl oper,ejempl objet,ejempl oblig,qu plan,to qu,vien manifest,plan futur,continu futur,consens posibl,form part,buen estatut,maxim consens,ultim vien,estatut marc,contradic tori,entorn doñan,pre sident,proteccion dat,ministeri sanid
1993-51,defens enmiend,pre sent,libr blanc,enmiend numer,disposicion adicional,sub tribun,pod cumpl,iban present,senador galan,doy defend,articul 87,clav humor,direccion general,castill leon,1991 1992,fond ayud,articul 10,presupu tos,senador aguil,gast public,eficaci administr,escañ derech,25 cient,autonom habl,diferent grup,ven practic,cifr manej,part dig,vot cion,public boletin,parlam tari,cualqui miembr,firm portavoc,consej ministr,mu chas,ade cuad,decision so,portavoz popul,nacional vasc,articul setent
1994-2,reform constitucional,cataluñ habl,articul constitu,num 19,castellan lengu,enmiend present,1994 num,pas impuls,pas impuest,06 deud,pas importantisim,pas import,pas impor,pas imagin,pas im,pas imprescind,pas in,pas inclu,pas igual,pas inclus,ejempl parec,ejempl oblig,ejempl objet,ejempl ocurr,ejempl palpabl,ejempl pag,ejempl pact,ejempl ocasion,ejempl organiz,ejempl pa,ejempl oper,ejempl oficin,ejempl organ,ños popul,histori propi,nombr tod,propi proyect,aquell fras,volunt polit,apoy text
1994-6,plan nacional,presu puest,sector pesquer,centr educ,hospital milit,sistem educ,centr investig,pas hambr,pas hech,pas histori,pas hor,pas igual,pas im,pas imagin,pas impor,pas import,pas imprescind,pas hag,pas impuest,pas impuls,ejempl oficin,ejempl ocasion,ejempl ocurr,tribunal cuent,marc comision,sig entend,contrari principi,fisic psiquic,deb profundiz,profundiz tem,grup cam,salud vid,principi justici,disminu fisic,ello deb,inform cion,ministeri fiscal,objet debat,segur defens,presi dent
1994-8,1994 num,presi dent,privatiz empres,presunt culpabl,canon rieg,num 22,proyect codig,hac años,22 febrer,tom consider,entidad financ,corpor local,1992 1993,ministeri interior,agravi compar,pas importantisim,pas import,pas impor,pas imagin,pas im,ejempl oblig,ejempl ocasion,ejempl ocurr,ejempl oficin,ejempl oper,ejempl organ,ejempl poblacion,cort general,lengu cooficial,ramon quil,banc españ,precis ment,tratamient penitenciari,polic judicial,cumplimient efect,15 diciembr,senador barbuzan,hac referent,diferent grup,mod algun
1994-10,ultim años,libr impuest,abrim portavoc,electoral general,ces anticip,parlament europe,06 deud,pas hag,pas hambr,pas hech,pas histori,pas hor,pas igual,pas im,pas imagin,pas impor,pas importantisim,pas haci,pas imprescind,pas impuest,regul enseñ,proyect regul,necesari pon,piens ministr,razon piens,pon march,niñ niñ,tiemp razon,ministr necesari,famili monoparental,march proyect,nacional españ,general trabaj,actitud relacion,cobr especial,cas aragon,acog sistem,text mocion,instal telefon,10 marz
1994-12,22 marz,termin pre,principi intervencion,pension alimentici,histor artist,priv segur,patrimoni histor,form fond,comision deleg,empres priv,pas impor,pas imagin,pas im,06 deud,pas hor,pas histori,pas hech,pas hambr,pas igual,pas import,pens aquell,dig mism,cambi ello,pues dig,ahor comprend,llev haci,articul 192,consej rector,diciembr 1993,legisl cooper,derech human,consu midor,plan viabil,autor portuari,plan teamient,mod algun,organ internacional,brev plaz,veni pre,despues oirl
1994-15,tom consider,empres public,ningun tip,nacional educ,catedral burg,pod public,camp cooper,air fresc,organ autonom,pas incorpor,pas hech,pas histori,pas hor,pas igual,pas inmediat,pas inicial,pas im,pas inici,pas imagin,pas impor,creacion fond,uni form,restant grup,sensibil preocup,van hal,tribunal constitucional,centr asoci,24 años,ministeri fiscal,senador van,patrimoni human,tenient coronel,econom haciend,mism tiemp,escañ derech,jaen gran,parl mentari,po litic,interv cion,termin presi
1994-17,hor inici,1994 nu,com petenci,escañ izquierd,conveni colect,numer 86,plan director,polit correspond,duracion años,aut nom,transcurr hor,autoriz cam,solicit autoriz,pal bra,public administraci,pas import,pas im,pas imagin,pas impor,pas importantisim,ejempl oficin,ejempl pa,ejempl organiz,ejempl oblig,ejempl organ,ejempl oper,ejempl ocasion,ejempl objet,ejempl ocurr,negoci colect,contrat aprendizaj,funcionami to,aho ra,centr penitenciari,comision trabaj,senador nacional,dar respuest,pre solicit,vigil penitenciari,sen 26
1994-19,medi ambient,senador prim,nues tro,gru po,dor nacional,gra cias,may 1994,investig cion,guardi civil,portavoc senador,sen 10,senador bayon,numer 34,abrim portavoc,dam cuent,banc españ,mism maner,indus trial,resident legal,enmiend plant,ejempl oficin,ejempl pa,ejempl oper,ejempl organiz,ejempl organ,econom fiscal,fiscal canari,figur acta,reform laboral,garantiz segur,comision nacional,formul qu,present candidat,buen practic,polit propi,ad ministr,21 22,empres usuari,lleg acuerd,senador nacional
1994-20,presi dent,escañ derech,polit cultural,sistem subvencion,debat comision,proteccion foment,catalan sen,pod judicial,laboral transitori,sector afect,pas imagin,pas import,pas im,pas importantisim,pas igual,pas impor,pas imprescind,06 deud,pas hor,pas impuls,autonom galici,preferi ble,may 1994,cost transport,mejor calid,sident ministr,inten cional,logic pens,conserv res,portavoc mism,parec import,transport distribu,unic quier,fundamental ment,prox años,grup parlamentari,flot pesquer,autonom canari,ello ministr,20 dias
1994-22,poc dias,funcionari destin,poracion local,tiemp minut,mir haci,zon especial,cualqui cas,trans port,television cabl,resolv problem,españ greci,nues tras,cor poracion,kilometr hor,1994 nu,pas imagin,pas impor,pas igual,pas import,pas importantisim,tabl daimiel,miembr import,parlament canari,cam territorial,parlament europe,pas nivel,corpor local,comision agricultur,relacion españ,firm conveni,sid posit,quis sab,territorial cam,comision econom,zon urban,titul cuart,ultim tram,mm tim,presi dent,dictam comision
1994-24,recien nac,sen uni,problem ciert,personal sanitari,06 deud,pas hac,pas haci,pas hag,pas hambr,pas hech,pas histori,pas hor,pas igual,pas im,pas imagin,pas impor,pas importantisim,pas imprescind,pas impuest,pas impuls,diput sid,proposicion cont,text previ,pa rec,regul global,suficient determin,quier insist,dific articul,ponenci enmiend,pod remit,diferent grup,corpor local,dig sincer,efect produc,acog famili,nivel cumplimient,codig civil,march servici,consum portavoc,pre sident
1994-26,presi dent,28 juni,escañ izquierd,direct comunitari,fiscal general,administr public,puest trabaj,kilometr hor,alta veloc,pas imagin,pas im,pas igual,06 deud,pas hech,pas hambr,pas hag,pas hor,pas histori,pas import,pas haci,derech administr,volunt acuerd,ahor mism,general sistem,sistem educ,garc tiembl,exposicion motiv,trabaj autonom,autonom competent,distint form,rotund ment,pa gos,central sindical,rechaz rotund,sen uni,conferent sectorial,residu plastic,tra bajador,public television,solicit articul
1994-37,falt grav,in clus,patrimoni histor,servici prest,madr valenci,not prens,apoy mocion,ejecu sentenci,cumpl 70,ministeri justici,tribunal suprem,declar definit,portavoz uni,pod judicial,autov madr,pas incorpor,pas inicial,pas hor,pas inici,pas inform,red parador,sistem especial,sen uni,septiembr 1994,grup cam,municipi provinci,tribunal constitucional,respect enmiend,guardi civil,cualqui cas,po der,presi dent,separ numer,comision present,1994 num,funcion public,gru pos,clar part,senador vilallong,quier agradec
1994-39,sis tem,ponsabil fiscal,compens efect,administr unic,sen autent,pas histori,pas hor,pas igual,pas im,pas imagin,pas impor,pas import,pas importantisim,pas imprescind,pas impuest,06 deud,pas impuls,pas in,pas inadvert,pas inclu,ejempl num,ejempl numer,ejempl objet,ejempl particip,ejempl oblig,ejempl ocurr,ejempl oficin,ejempl oper,ejempl organ,ejempl organiz,ejempl pa,ejempl pact,ejempl pag,ejempl palpabl,ejempl paradigmat,ejempl parec,ejempl parlament,ejempl ocasion,ños popul,mocion numer
1994-40,go biern,num 48,ceut melill,rein marruec,especial person,paus senador,sector pesquer,espaci aere,polit muse,portavoc mostr,mutual general,pas im,pas hor,pas imprescind,pas histori,pas hech,pas imagin,pas impor,pas import,pas importantisim,comuni dad,pued llev,dad autonom,espe cial,sol minut,llev efect,autonom madr,dat acab,acab coment,cam dat,minut portavoc,consum sol,pact agu,cum culum,segur priv,efect pervers,retir mocion,segur higien,años anterior,habit viviend
1994-42,viviend alquil,18 octubr,interes general,disposicion transitori,preci consum,situacion actual,increment rent,parl mentari,numer 354,po nenci,numer 358,formaliz escrit,pas igual,pas hor,pas histori,pas final,pas hambr,pas hag,pas haci,pas hac,niend cuent,ugt comision,canari sen,cre import,sant sed,viviend proteccion,senador utrer,portavoz popul,mil viviend,ciudadan ciudadan,comision obrer,senador nacional,presi dent,grup parlamentari,ter min,plan trabaj,parlam tari,autonom competent,puest funcion,num 52
1994-44,noviembr 1994,presi dent,polit famili,06 deud,pas hambr,pas hech,pas histori,pas hor,pas igual,pas im,pas imagin,pas impor,pas import,pas importantisim,pas imprescind,pas impuest,pas impuls,pas in,pas inadvert,pas inclu,ejempl ocurr,ejempl oficin,ejempl oper,ejempl organ,ejempl organiz,ejempl oblig,ejempl pa,ejempl pact,inform cion,simplement interveng,sirv tod,romp barrer,defensor puebl,objetor concienci,des inform,pro blem,vi van,medi rural,tod mujer,modif mocion
1994-46,presi dent,mal trat,fiest nacional,ministeri fiscal,empres public,pen muert,unic exclus,pas hor,pas igual,pas im,pas imagin,pas impuest,pas impor,pas import,pas importantisim,pas imprescind,pas impuls,pas inadvert,pas histori,pas inclu,ejempl organ,ejempl organiz,ejempl niñ,sup rior,univers nuev,dad titul,moment exist,jurid econom,europe negoci,provinci alav,16 noviembr,ejecu tram,direccion administr,acces estudi,tram comprend,1994 num,min rio,noviembr 1994,autonom particip,ayunt mient
1994-48,proposicion organ,contrat temporal,pas nivel,busc solucion,presi dent,model policial,parqu nacional,objecion concienci,tabl daimiel,pas form,pas hac,pas haci,pas hag,pas final,pas hambr,pas hech,pas histori,pas hor,pas igual,pas im,caballer lasquib,tic part,mocion popul,tribunal constitucional,parlament andaluc,trabaj comision,senador prad,crecimient econom,plan emple,sancion penal,senador caballer,acept enmiend,mism tiemp,cre deb,sol quer,present dictam,proced penal,exact ment,desarroll dich,pud hab
1994-51,enmi das,castill leon,presi dent,presu puest,interior brut,nues tra,propi termin,senador cercos,ministeri comerci,go biern,iw num,administr public,separ enmiend,seccion 20,31 diciembr,calid enseñ,demas grup,ped separ,popul present,guardi civil,au ment,izquierd unid,sub estrad,sec cion,quer aclar,retir enmiend,exclu siv,agradec ton,senador aliert,moment plant,correccion error,senador marc,portavoz popul,bas tant,señ ria,pre sident,tari popul,gen ral,firm grup,part senador
1995-6,febrer 1995,may 1994,1995 num,tip interes,padr famili,hij madr,gestion merc,hor medi,06 deud,pas histori,pas hor,pas igual,pas im,pas imagin,pas impor,pas import,pas imprescind,pas hech,pas impuest,pas impuls,ejempl norm,ejempl numer,ejempl pact,ejempl pa,ejempl organiz,ejempl organ,ejempl oper,ejempl num,ejempl ocurr,ejempl oficin,ejempl oblig,ejempl objet,ejempl ocasion,reglament penitenciari,numer mujer,recib compens,acuerd scheng,pre sident,cient mujer,acuifer 23
1995-8,presi dent,separ enmiend,hac años,alta veloc,deb ten,febrer 1995,cart municipal,enmiend caract,respons limit,numer enmiend,num 67,caract tecnic,creacion nuev,particip pued,tan sol,nuev vias,senador vallv,nort provinci,com pued,articul refier,ejempl pact,ejempl palpabl,ejempl pag,enmiend numer,ciud ceut,autor central,ciud melill,hac referent,mism moment,med cautel,nacion unid,march med,text dictam,hac precis,text proyect,comision justici,socied anonim,puest nivel,enmi das,merc trabaj
1995-10,go biern,pod judicial,sen marz,plan nacional,nu 68,aceit oliv,monetari internacional,presupuest 1995,depreci peset,plan renov,respet normat,normat materi,tip organiz,devalu peset,pas fundamental,pas hor,pas igual,pas im,pas imagin,pas impor,ment solicit,tervencion quier,sol agradec,inform cion,senador interpel,mor popul,in tervencion,utrer mor,interpel part,solicit aclar,objecion concienci,tribu tacion,nuev reglament,provinci sori,produj ningun,aplic direct,francisc utrer,portavoz popu,tod intervencion,cort general
1995-12,riesg salud,numer pretend,cit textual,public product,salud segur,tutel salud,pas histori,pas hor,pas igual,pas hambr,pas hag,pas imagin,pas impor,pas import,pas importantisim,pas hech,pas im,06 deud,pas impuls,pas in,ejempl numer,ejempl parec,ños popul,ejempl organiz,ejempl paradigmat,ejempl ocasion,ejempl ocurr,ejempl palpabl,ejempl oficin,ejempl oper,ejempl organ,ejempl oblig,ejempl pag,ejempl pa,ejempl pact,cuenc miner,medi ambient,plan hidrolog,ministeri fiscal,reform laboral
1995-14,catalan sen,presi dent,gast reserv,polit agu,fond reserv,ministeri obras,pas imagin,pas impor,pas impuls,pas igual,pas hor,pas importantisim,pas imprescind,pas histori,pas impuest,pas im,pas import,06 deud,pas hech,pas inclu,comision obras,agu interior,nuev parch,public medi,estrepit fracas,cuerp director,line dic,tod part,ambient transport,transparent transparent,dic textual,altos carg,senador travies,quier formul,dad import,codig penal,ningun maner,dej constanci,disposicion final,num 74
1995-17,consej general,num 75,parqu nacional,juez ordinari,sen 26,castill leon,tribunal constitucional,juici oral,valor añad,general pod,pas hambr,pas igual,pas hech,pas histori,pas hor,pas hag,06 deud,pas imagin,pas haci,pas impor,gobi sign,repart tiemp,lleg tard,senador travies,produc ciert,hech delict,tiemp trabaj,portavoc grup,parqu natural,zon cost,deleg defens,ca racterist,grup parlam,unid inici,tribunal jur,parl mentari,evolu emple,defend postur,europe canad,present proposicion
1995-19,cart europe,patrimoni histor,senador bolinag,archiv bibliotec,archiv histor,06 deud,pas hech,pas histori,pas hor,pas igual,pas im,pas imagin,pas impor,pas import,pas importantisim,pas imprescind,pas impuest,pas impuls,pas in,pas inadvert,ejempl ocurr,ejempl organiz,prestacion econom,ministeri trabaj,ente puert,pon cia,suspend cautelar,trabaj temporal,caract contribut,gas efect,ciudadan ciudadan,cienci tecnolog,grup cam,rest grup,autor portuari,creacion emple,administr central,empres trabaj,ultim años,sentenci judicial
1995-22,num 79,archiv bibliotec,sen 31,intervencion general,senador vallv,delit fiscal,fiscal especial,pas inform,pas institu,pas hech,pas histori,pas hor,pas igual,pas im,pas imagin,pas inmediat,pas impor,pas import,pas imprescind,pas inici,ejempl oblig,ejempl oficin,ejempl ocasion,ejempl objet,cit proposicion,comision agricultur,vot particular,investig cientif,ganad pesc,cientif desarroll,program program,tribunal cuent,invit senador,desarroll tecnolog,sector agrari,defensor puebl,tip penal,podr hab,medi ambient,foral navarr
1995-24,juni 1995,civil deb,senador sevill,senador bonet,retir reserv,illes balears,grup parlamentari,13 juni,pas hambr,pas hech,pas histori,pas hor,pas igual,pas im,pas imagin,pas impor,pas import,pas importantisim,pas inicial,pas inmediat,ños popul,ejempl ocurr,ejempl palpabl,ejempl pag,ejempl pact,ejempl pa,ejempl organ,ejempl organiz,ejempl oficin,ejempl oper,public anunci,direct europe,exist diferent,administr public,sid recurr,buen notici,reconoc ejecu,minor nacional,administr general,quier dar
1995-26,27 juni,gra cias,ayud econom,acces univers,person sord,univers priv,telefon movil,veint dias,tom decision,pas import,pas impor,pas im,pas importantisim,pas igual,pas hor,pas histori,pas imagin,pas imprescind,06 deud,pas hech,ejempl objet,ejempl numer,ejempl ocasion,ejempl paradigmat,ejempl palpabl,ejempl pag,ejempl pact,ejempl oblig,ejempl organiz,ejempl pa,ejempl oper,ejempl oficin,ejempl ocurr,ejempl organ,ños popul,ultim años,so cialist,ciud ceut,popul pretend,28 juni
1995-37,algun maner,apoy logist,educ cienci,algu nas,12 septiembr,formacion profesional,cuand van,num 85,pas impor,pas import,pas in,pas importantisim,pas imprescind,pas impuest,pas impuls,pas imagin,pas inadvert,pas inclus,pas im,pas incorpor,ejempl oblig,ejempl particip,ejempl ocasion,ejempl oficin,ejempl parlament,ejempl parec,ejempl paradigmat,ejempl palpabl,ejempl ocurr,ejempl pact,ejempl pag,ejempl pa,ejempl organiz,ejempl organ,ejempl oper,ños popul,recurs natural,13 septiembr,legisl comunitari,portavoz popul
1995-39,septiembr 1995,enmiend numer,cruz roj,riesg laboral,asistent sanitari,nu mer,pas hech,pas histori,pas hor,pas igual,pas im,pas imagin,pas impor,pas import,pas importantisim,pas imprescind,pas impuest,pas impuls,pas in,pas inadvert,ejempl numer,ejempl oper,ejempl oficin,ejempl ocurr,ejempl ocasion,ejempl oblig,ejempl num,ños popul,ejempl objet,grad ejecu,resident legal,legal españ,plan juventud,consi guient,tem concret,hombr mujer,person discapacit,conferent mundial,form clar,negoci colect
1995-42,19 num,calid enseñ,empres public,libr text,octubr 19,mil person,sistem educ,pas inicial,pas inmediat,pas hambr,pas hech,pas histori,pas hor,pas igual,pas im,pas imagin,pas impor,pas importantisim,pas hag,pas impuest,1995 num,diciembr 1994,ejercici 1993,izquierd unid,cuant vec,fenomen violenci,grup parlamentari,escolariz alumn,dar cumplimient,tribunal constitucional,interpret hech,pact toled,cuenc rio,parqu nacional,titul jurid,octubr 1995,ningun moment,pro yect,señ rias,28 septiembr
1995-43,ar ticul,privat libert,injuri calumni,senador galan,codig penal,guardi civil,med segur,senador areval,administr justici,tribunal suprem,carg public,pas funcion,pas hor,pas igual,pas im,pas imagin,pas impor,pas formacion,pas import,pas form,natural flor,espaci natural,izquierd unid,articul 30,vuelt text,mism criteri,sis tem,derech trabaj,miend numer,octubr 1995,elabor plan,muert her,sen uni,aplaus escañ,acces univers,entrad vigor,nacional vasc,grup cam,deb ten,grup parlamentari
1995-46,14 noviembr,13 años,text proyect,aceit oliv,local regional,parlam tari,organ general,pas imprescind,pas importantisim,pas import,pas impor,pas im,pas igual,pas hor,pas histori,pas imagin,pas impuest,06 deud,pas hech,pas in,ejempl pag,ejempl pa,ejempl pact,ejempl organ,ejempl oper,ejempl oficin,ejempl organiz,delit violent,asistent victim,prision prevent,tiemp maxim,acuerd pesc,justici interior,ministeri justici,pre sident,tal maner,dud algun,articul 87,penit ciari,co mision
1995-48,presi dent,articul numer,derech inform,vet present,06 deud,pas hac,pas haci,pas hag,pas hambr,pas hech,pas histori,pas hor,pas igual,pas im,pas imagin,pas impor,pas import,pas importantisim,pas imprescind,pas impuest,go biern,person fisic,pre sent,reform fiscal,derech acces,nacional vasc,principi iguald,codig penal,region murci,pre sident,vent perd,inform cion,enmiend articul,public tas,dar satisfaccion,senador gangoiti,ministeri educ,grup parlamentari,pon manifiest,colec tiv
1995-51,rein españ,paus autoriz,sistem educ,jueg mediterrane,pas hag,pas hambr,pas hech,pas histori,pas hor,pas igual,pas im,pas imagin,pas impor,pas import,pas importantisim,pas imprescind,06 deud,pas impuest,pas impuls,pas in,ejempl pa,ejempl organiz,ejempl organ,acuerd marc,dictam list,tan cercan,ningun caus,incorpor cam,fuert protest,protest escañ,caus incompatibil,50 cient,delit polit,senador barbuzan,pod hab,medi ambient,asamble madr,sistem financi,banc españ,valor hac
1995-49,via presupuest,añad nuev,consecuent sequ,bas regim,autonom galici,regul bas,pas im,pas impor,pas import,pas igual,pas imprescind,pas impuest,pas impuls,pas in,pas inadvert,pas imagin,pas importantisim,pas inclus,pas incorpor,pas increment,ejempl ocasion,ejempl ocurr,ños popul,ejempl organiz,ejempl parec,ejempl oper,ejempl organ,ejempl oficin,ejempl pa,ejempl pact,ejempl pag,ejempl palpabl,ejempl paradigmat,numer articul,senador uncet,izquierd unid,legisl estatal,autonom as,sen uni,presi dent
1996-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
