semana,neg-1,neg-2,neg-3,neg-4,neg-5,neg-6,neg-7,neg-8,neg-9,neg-10,neg-11,neg-12,neg-13,neg-14,neg-15,neg-16,neg-17,neg-18,neg-19,neg-20,pos-1,pos-2,pos-3,pos-4,pos-5,pos-6,pos-7,pos-8,pos-9,pos-10,pos-11,pos-12,pos-13,pos-14,pos-15,pos-16,pos-17,pos-18,pos-19,pos-20
1993-42,quis comenz,impuest patrimoni,econom europe,merc laboral,econom haciend,polit econom,interior brut,parlamentari explic,parlamentari exist,parlamentari federal,parlamentari fij,parlamentari general,parlamentari fin,parlamentari final,parlamentari firm,parlamentari except,parlamentari excepcion,parlamentari form,parlamentari formul,parlamentari fuerz,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dej,electoral dig,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dentr,electoral dificil,ñor diput
1993-43,general segur,inform previ,cient tas,empres public,debat cam,deficit inem,asum respons,presupuest general,deficit public,ret pendient,prestam hipotecari,entrar vigor,jorn teoric,gestion econom,funcionari civil,famili ric,enmiend present,parlament canari,popul atac,mil famili,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dud,electoral dificil,electoral dic,electoral ejempl,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral dich,electoral efect,rond uruguay,proteccion desemple,derech asil,credit extraordinari,vot emit
1993-44,obras public,sanid public,television public,luch fraud,banc caj,altos carg,garantiz pension,municipi provinci,piens adopt,credit fad,tas matricul,matricul automovil,program trabaj,educ salud,reduccion tas,prest hipotecari,profesional sector,presupuest general,transparent presupuest,registr especial,electoral electoral,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral derech,ñor diput,comision mixt
1993-46,dam defend,rest bloqu,conclu minut,solicit separ,crisis econom,sid gran,secretari general,factor human,manten sistem,conclu dic,solicit enmiend,deb cumpl,result dificil,presupuest puest,econom haciend,existent ministeri,bloqu rest,pag bolsill,hac años,asi arregl,organ central,presupuest general,presupuest seccion,debat seccion,instal deport,aprob dictam,defens enmiend,servici public,vay termin,enmiend popul,capitul vi,presupuest segur,enmiend vasc,organ autonom,rechaz enmiend,polit macroeconom,form part,rueg conclu,vot emit,izquierd unid
1993-47,puest trabaj,fuerz cuerp,empres public,enmiend present,entrar vigor,once años,dec acuerd,deleg ceut,van invert,fin seman,present grup,opcion nacional,sector siderurg,ningun concept,nacional moned,public merc,racionaliz gast,interes general,presupuest general,baj ningun,electoral discurs,electoral dir,electoral diput,electoral dij,electoral democrat,electoral dificil,electoral dig,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,hospital universitari,vot emit,ningun maner,sector electr,form part,izquierd unid
1993-48,sector agrari,pregunt med,proteccion menor,tra mocion,distrit compart,presupuest ministeri,eman parlament,voz alta,materi tributari,formacion adecu,negoci acuerd,administr sanitari,hech diferencial,secretari general,proposicion reform,list esper,menor años,consej univers,reiter promes,cuot tonel,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral depend,electoral diput,ñor diput,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral dij,defensor puebl,organ reform,vot emit,reform universitari
1993-50,remit proyect,circul libr,cam proyect,volunt polit,consej univers,econom nacional,revision catastral,escuch telefon,estatut contribuyent,mutual prevision,ejecu presupuest,reinsercion reeduc,gerent hospital,codig penal,falt inversion,obras public,reglament impid,cuent general,centr concert,puebl ciudad,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral depend,electoral dij,electoral diput,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral dig,clausul democrat,tribunal cuent,trabaj dispon,grup parlamentari,unid inici
1993-51,med traid,sector sector,direct comunitari,medi comunitari,trasposicion direct,deficit public,tramit proyect,vot med,cualqui cas,hac años,parlamentari general,parlamentari fundamental,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari fin,parlamentari grup,parlamentari fij,parlamentari federal,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral democrat,ñor diput,sistem proteccion
1993-52,estatut trabaj,cam reform,contrat aprendizaj,pon obstacul,abarqu tod,parlamentari fundamental,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,electoral dud,electoral distint,electoral discurs,electoral dir,electoral eleg,electoral ejempl,electoral dij,electoral dificil,electoral dich,electoral dic,electoral determin,electoral eleccion,electoral despues,electoral desarroll,electoral dig,electoral elabor,model europe,aprob enmiend,merc trabaj,vot emit
1994-3,ningun text,sindicat represent,proced urgenci,contrat aprendizaj,norm tributari,abarqu tod,parlamentari general,parlamentari fundamental,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dej,electoral dig,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dentr,electoral dificil,ñor diput
1994-6,actuacion previst,pag compensatori,pag impuest,aplic españ,tampoc cumpl,agricultor canari,deficit comercial,vicesecretari general,regim interior,rest españ,sector product,segun estudi,sanid public,dic cuant,deficit public,rumb polit,med adopt,algun maner,sector agrari,sistem proteccion,electoral element,electoral eleg,electoral dir,electoral electoral,ñor diput,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral eleccion,television public,clausul concienci,mocion popul,rendimient net,dud algun,sector priv,rueg conclu,vot emit,garc fonsec
1994-7,seman pas,separ enmiend,dig simplement,finaliz plaz,polit asistencial,director general,med propon,gast public,viv trabaj,derech sufragi,comision expert,sub iudic,plan viviend,funcionari administr,cancel anticip,local esper,deficit public,fuerz cuerp,alto nivel,administr haciend,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral desarroll,electoral dir,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral diput,ñor diput,tip interes,guardi civil,cooper desarroll,vot emit
1994-8,ministeri econom,cam represent,ciert numer,dej man,razon polit,termin dic,dic cualqui,polic judicial,criteri evalu,porcentaj cobertur,direct comunitari,españ franci,sector agrari,plan emple,izquierd unid,sid public,parlamentari izquierd,ministr cultur,sistem seleccion,pod judicial,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral derech,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,ñor diput,registr civil,rein españ,falt grav,asoci profesional,unid inici,vot emit,text altern
1994-9,maner especial,tribunal luxemburg,vias pecuari,solucion problem,territori nacional,respons respons,castill manch,tampoc exist,polit econom,sistem estudi,cost explot,segun dat,med tom,pension futur,derech objecion,junt andaluc,confeder hidrograf,ultim años,asunt exterior,escuel oficial,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral derech,electoral dir,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral diput,ñor diput,unid inici,ministeri justici,sistem pension
1994-10,solicit separ,director infraestructur,ultim solicit,incorpor nuev,men recog,polit econom,consum aceit,pod adquisit,asunt exterior,ahorr popul,cuestion personal,verd problem,ten derech,luch drog,hech comprend,campañ electoral,polit europe,recuent present,ii plan,puest encim,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral desarroll,electoral discurs,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral dir,ñor diput,encontr solucion,person jurid,izquierd unid
1994-12,solicit separ,relacion laboral,regim especial,consej ministr,deb hab,muj mund,van dar,rest grup,disposicion adicional,busc formul,respect salari,recort prestacion,decision empresarial,altos carg,ultim intervencion,estudi medi,puest march,titul ii,form part,empres public,electoral elabor,electoral ejempl,electoral dic,electoral dud,electoral distint,electoral efect,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral discurs,polit monetari,plan hidrolog,banc españ,desp colect,movil funcional,apart articul,extincion contrat,vot emit
1994-15,ministr hac,control gast,drog carcel,sanid public,sold reemplaz,sub tarif,cambi radical,larg años,estatut empres,da cuent,establec penitenciari,present proyect,huelg sid,años hor,seguimient control,parlamentari fij,parlamentari federal,parlamentari expres,abarqu tod,parlamentari except,electoral efect,electoral dud,electoral distint,electoral discurs,electoral depend,electoral diput,electoral dir,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral dij,ñor diput,sant barb,interpel urgent,polit industrial,vot emit
1994-16,debat presupuest,solicit separ,present candidat,entonc record,incompatibil diput,campañ electoral,numer bloqu,respons hab,comision investig,principal respons,españ necesit,tribunal cuent,ciudadan derech,respons polit,rest bloqu,tribunal constitucional,respons democrat,parlamentari expres,parlamentari fij,parlamentari explic,electoral dig,electoral dificil,electoral dir,electoral dich,electoral determin,electoral dud,electoral efect,electoral despues,electoral desarroll,electoral dic,electoral discurs,grup parlamentari,izquierd unid,merc trabaj,administr public,propuest resolu,resolu numer,numer numer,reform merc,vot emit
1994-17,solicit separ,territori frances,hac años,administr public,grup cam,entes public,trat desigual,internacional famili,mantien diferent,empres public,menor años,ver autonom,peset recaud,medi ambient,jurid gratuit,institut cervant,disposicion adicional,asistent gratuit,econom haciend,ultim años,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral eleg,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,ñor diput,comision investig,acept enmiend,unid inici,vot emit
1994-19,fiscal general,transitori disposicion,dond lleg,portavoz izquierd,popul present,especial proteccion,man fueg,españ ambit,sid capac,necesit recuper,duracion contrat,aprueb cam,centr acog,da sensacion,letr ofici,incendi forestal,plural televis,negoci colect,autoriz matrimoni,famili numer,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral derech,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,ñor diput,enmiend sen,respons polit,vot emit
1994-20,españ necesit,enmiend articul,sid objet,supondr acept,peset hor,hac men,igual ocurr,person segu,solicit separ,cre deb,nuev desplieg,habl empres,proced urgenci,pued ir,fiscal general,guardi civil,exposicion motiv,rural andaluc,trat levant,proyect proced,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral democrat,electoral dic,ñor diput,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dentr,comision investig,plan emple,vehicul motor,enmiend sen,administr public,vot emit
1994-21,ayer mism,consej ministr,administr ciert,present proyect,solicit separ,interpel present,famili monoparental,empiez perd,busqued captur,sig siend,defens interes,pued ten,cuent corrient,medi ambient,niñ años,actuacion inspector,luch drog,cuerp nacional,fiscal general,años medi,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral desarroll,electoral discurs,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral dir,ñor diput,situacion activ,unid inici,vot emit
1994-24,interes agricultor,grup cam,boletin estadist,aceit oliv,centr nort,especif ambit,exist problem,cambi polit,opinion public,ofrec ciudadan,dat fech,carrer judicial,somet retencion,plan ahorr,cre comision,argument dat,elabor cens,estadist segur,parlamentari form,parlamentari formul,electoral electoral,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral desarroll,electoral discurs,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral dir,ñor diput,organ tecnic,vot emit
1994-25,desarroll tod,campañ electoral,merc vin,grup parlamentari,repart subvencion,vot afirm,present cam,retir cam,credit fad,tribunal cuent,eleccion parlament,ventaj fiscal,internacional famili,grup cam,retir enmiend,consej general,plan estrateg,pag comision,credit fiscal,islas canari,electoral distint,electoral discurs,electoral dir,electoral derech,electoral dij,electoral diput,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral dig,ñor diput,trabaj comision,rueg conclu,fond reserv,general guardi,vot emit,unid inici,asoci deport
1994-26,cuent deposit,teatr oper,socied general,disposicion transitori,mediant contrat,hac tiemp,quier manifest,represent nuev,deb qued,cambi criteri,benefici fiscal,acab lleg,debat lectur,actualiz rent,enmiend total,norm basic,tesor public,legal vigent,calid vid,billon peset,electoral embarg,electoral ello,electoral element,electoral eleg,electoral electoral,electoral eleccion,electoral elabor,electoral dig,electoral ejempl,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral efect,docent universitari,creacion emple,medic enferm,carrer profesional,vot emit
1994-37,grup parlamentari,baj rentabil,vertebr socied,internacional famili,quier dec,dic termin,television cabl,consej univers,catedrat bachillerat,exist actual,pod segu,deficit public,inspeccion trabaj,territori nacional,philip morris,dich formacion,verdader motiv,dign represent,contrat aprendizaj,infanci juventud,electoral embarg,electoral ello,electoral element,electoral eleg,electoral electoral,electoral eleccion,electoral elabor,electoral dij,ñor diput,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,present proyect,activ investig,activ docent,polic autonom,izquierd unid
1994-38,fin public,perd competit,fond reserv,quint part,superior deport,izquierd unid,sistem tributari,consej interterritorial,pag cient,deficit public,preci tas,fraud fiscal,gast financier,general presupuestari,patrimoni histor,tip interes,parlamentari fin,parlamentari exist,parlamentari explic,parlamentari evident,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dej,electoral dig,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dentr,electoral dificil,ñor diput,derech asil
1994-39,sid alud,acab contest,quier manifest,contest pregunt,fond garant,socied civil,polit tributari,credit prest,distint clar,podr hab,secretari general,parcial proyect,consider necesari,formacion teoric,dentr esfer,impuest sociedad,profesor universitari,cuid niñ,camp gibralt,conoc juez,electoral embarg,electoral ello,electoral element,electoral eleg,electoral electoral,electoral eleccion,electoral dig,ñor diput,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral ejempl,izquierd unid,guardi civil,ministeri defens,energ electr
1994-40,intent sac,internacional ayud,manten emple,problem fond,incendi forestal,hac respons,defens derech,algun tip,ped respons,consej ministr,consej general,ningun preci,puest trabaj,respons polit,cam acept,integr econom,industri defens,merc vin,desarroll realiz,distint ocasion,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral desarroll,electoral discurs,electoral distint,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral dir,ñor diput,defensor puebl,banc españ,vot emit
1994-43,tom med,blanque capital,aprob unanim,ultim años,torn mocion,situacion econom,gust sab,llam metropolitan,part grad,libr ministeri,fond monetari,obras public,derech fundamental,impact ambiental,luch narcotraf,parqu natural,luch drog,monetari internacional,elabor document,eficac luch,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral da,electoral cuy,codig penal,audienci provincial,deficit public,bah palm,presupuest general,polit presupuestari
1994-44,direct obras,despues años,presupuest general,vuel nocturn,gast reserv,baj epigraf,xenofobi antisemit,tas matricul,puebl extremeñ,luch blanque,figur gobern,compromis firm,foment alquil,campañ europe,efect merc,racism xenofobi,form direct,telefon movil,izquierd unid,fiscal financ,electoral electoral,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral depend,electoral dir,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral diput,ñor diput
1994-46,europe desarroll,patronat cas,credit fad,ceut melill,separ vot,presenci administr,defens interes,islas balear,control aplic,fond ayud,resident ancian,recib cient,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari pon,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral correspond,ñor diput,respons limit,vot emit
1994-47,neces basic,defend termin,gast id,quier agradec,propi termin,alta segur,sanid public,ultim quier,secretari general,ello solicit,cualqui cas,palabr palabr,algun maner,calid enseñ,centr histor,termin aun,hac dias,instal deport,person habl,reduc deficit,electoral element,electoral electoral,electoral eleccion,electoral elabor,electoral eleg,debat seccion,cient respect,seccion ministeri,administr general,mism tiemp,gast personal,pas debat,presupuest seccion,sistem sanitari,crec cient,vay conclu,defens enmiend,rueg conclu,izquierd unid,vot emit
1994-48,control aplic,compañ iberi,cualqui cas,met gol,existent sector,tod cuestion,llam metropolitan,servici public,quier enter,cost total,trafic pasajer,ningun med,deb consider,patrimoni nacional,cost financier,propied intelectual,lin credit,magnitud catastrof,trabaj recuper,aquell municipi,electoral eleg,electoral electoral,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral desarroll,electoral distint,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral discurs,ñor diput,parqu nacional
1994-50,solicit dimision,termin intervencion,habl solidar,interes general,marruec hac,ministeri obras,miembr cam,hag nuev,ministr ademas,part ener,organ judicial,altos carg,deb ten,exig respons,pon manifiest,juici polit,servici prest,administr justici,libert inform,product hortofruticol,electoral dir,electoral diput,electoral determin,electoral dij,electoral efect,electoral dig,electoral dificil,electoral dich,electoral eleccion,electoral dic,electoral elabor,electoral ejempl,estatut autonom,banc españ,pod judicial,comision investig,unid inici,articul constitu,asunt exterior,preci entrad
1994-51,figur gobern,deb hab,sen famili,crim organiz,document document,respons polit,acuerd consens,liquid definit,mocion present,empres public,pequeñ median,orient trabaj,sid posibl,econom haciend,entrad registr,medic general,posibl lleg,median empres,pag comision,tribunal cuent,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral cos,electoral dir,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral diput,ñor diput,vot emit,consej europe
1994-52,organiz profesional,entidad gestion,ceut melill,tramit proyect,exposicion motiv,mal termin,organiz interprofesional,parlamentari general,parlamentari fundamental,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dentr,electoral elabor,ñor diput,estatut autonom,vot emit
1995-6,pas alto,termin rapid,investig fond,formacion profesional,acuerd med,emple recuerd,dar leccion,posibil desarroll,mocion grup,medi europe,desarroll españ,quier agradec,emple juvenil,parlamentari exist,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari estudi,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dentr,electoral dig,electoral dij,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral dificil,ñor diput,rueg conclu,izquierd unid,vot emit
1995-7,van ten,funcion intervencion,plant cuestion,peset litr,entrar debat,dich comision,comision articul,opinion public,reform reglament,pued cre,cuant vec,cient cultural,arrend urban,empres public,present popul,interes patrimonial,aceit oliv,ministeri agricultur,recort presupuestari,tiemp tas,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral despues,electoral distint,ñor diput,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral discurs,codig penal,tenient coronel,gast reserv,izquierd unid,vot emit
1995-8,dich pas,prudent esper,reglament cam,eleccion local,doc años,hor minut,recort presupuestari,debat hac,postur respect,delit prevar,contrat program,problem ministr,consej general,extrañ sorprend,empres electr,general pod,empez habl,ayud desarroll,merc financier,tip interes,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral depend,electoral dij,electoral diput,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral dig,ñor diput,parqu nacional,public urban,vot emit
1995-10,secretari econom,ministeri asunt,hab exig,ningun cas,consider necesari,altos carg,luch fraud,entrad vigor,relacion capitul,recuper econom,reform ocm,polit retir,contrat relev,consej ministr,reunion expert,medic general,sistem nacional,vias pecuari,parqu nacional,sufr ningun,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dificil,electoral dig,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dentr,electoral dich,libert amortiz,especial medicin,patrimoni nacional,general guardi,resident legal,mont pard
1995-11,propi administr,legal vigent,comparecent comision,recort presupuestari,comision europe,principal compañ,crisis polit,elabor cens,dat fiscal,transport aere,comision mixt,comision industri,gas natural,retir punt,cuent corrient,relacion afect,ministeri educ,codig penal,deposit segur,cam comerci,electoral electoral,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral determin,electoral distint,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral discurs,des fij,unid inici,riesg laboral,recurs cameral,vot emit
1995-12,autov cantabr,cre coincid,program actuacion,bah algecir,respons polit,organiz territorial,aceit oliv,necesari pas,transport aere,cre defend,contrat aprendizaj,actuacion prioritari,altos carg,segur priv,empres public,cuent general,supervision segur,haciend public,anunci recort,uso fond,electoral eleccion,electoral elabor,electoral ejempl,electoral dic,electoral dud,electoral efect,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,ñor diput,enmiend transaccional,justici interior,sector public,codig penal,contrat format,secret oficial
1995-14,acto polit,oblig guard,moment especial,inici popul,polit estructural,luch drog,polit agrari,direccion general,articul reglament,tiemp parcial,consej europ,tribunal constitucional,funcion public,principi constitucional,agricultor tiemp,parlamentari fundamental,parlamentari fuerz,parlamentari form,parlamentari formul,parlamentari firm,electoral eleg,electoral electoral,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral despues,electoral distint,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral discurs,izquierd unid,segur nucl,administr public
1995-17,vicepresident canari,histori españ,conveni firm,agricultor ganader,garantiz ningun,defend interes,condicion catedrat,funcionari public,map zon,hech objet,prorrog mandat,hac años,prox años,funcion public,vici inconstitucional,merc vin,consej europ,saneamient futbol,cre control,cre deb,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral dic,ñor diput,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral discurs,vot emit,pen muert,trat prolifer,izquierd unid,organ unipersonal,sujet pasiv
1995-19,diput plan,blanque capital,privatiz empres,part ahor,empres public,luch incendi,consej ministr,pension viuded,estudi viabil,plan integral,dud algun,clausul abus,ayunt gran,ciud ceut,cre socied,acces joven,qued clar,derech human,respet derech,sensibil suficient,electoral ello,electoral element,electoral eleg,electoral electoral,electoral dich,electoral elabor,electoral eleccion,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral ejempl,parqu nacional,segur nucl,defensor puebl,sector priv
1995-20,nombr popul,ave madr,titul medic,sustitu mocion,frut verdur,director general,cultiv leños,ceut melill,acept respons,derech vet,pension jubil,adopt med,ultim años,cuant vec,cant siren,deficit public,direccion general,consej ministr,utiliz derech,formacion profesional,electoral ello,electoral element,electoral eleg,electoral electoral,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral despues,electoral dud,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral distint,ñor diput
1995-22,sum esfuerz,pod acept,nombr ded,intervencion quirurg,plan estrateg,design ded,proces ejecu,asign recurs,movimient femin,contrat administr,estacion servici,comision agricultur,consej ministr,exim pag,condicion hac,propi univers,respons polit,autent razon,univers priv,distint bas,electoral eleg,electoral electoral,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral discurs,ñor diput,equip direct,administr public
1995-24,fras textual,rent person,reduccion desgrav,efect sequ,cualqui cas,carg fond,pued rectific,conclusion lleg,victimiz secundari,person fisic,administr pesquer,illes balears,cas intelhorc,polit econom,impuest rent,organ intervencion,accident trabaj,benefici fiscal,empres public,general patrimoni,electoral elabor,electoral ejempl,electoral dic,electoral efect,electoral eleg,electoral dud,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral ello,electoral dificil,electoral distint,electoral element,calcul econom,victim delit,servici prevencion,izquierd unid,vot emit
1995-25,pued utiliz,principi culpabil,dud deb,ministeri interior,apoy tom,sistem pen,titular estatal,derech fundamental,habl escrit,mism inform,intervencion sid,trafic influenci,interior ahor,investig sociolog,delit falt,conced grup,fin seman,red enmall,parlamentari particip,parlamentari firm,electoral discurs,electoral dir,electoral diput,electoral derech,electoral efect,electoral dij,electoral dificil,electoral dich,electoral dic,electoral determin,electoral elabor,electoral despues,electoral dig,electoral ejempl,tribunal constitucional,proyect codig,servici inteligent,codig penal,izquierd unid,vot emit
1995-26,mod algun,escuch ilegal,trabaj vien,reserv natural,dias huelg,part general,pod inform,medi natural,proyect europe,deleg melill,hech mal,articul articul,recuper confianz,delit urbanist,doctrin constitucional,deb hac,guardi civil,resolv problem,dej españ,deud public,electoral eleg,electoral discurs,electoral element,electoral dir,electoral ello,electoral diput,electoral distint,electoral elabor,tribunal constitucional,socied estatal,servici inteligent,respons civil,rueg conclu,unid inici,ministeri fiscal,izquierd unid,sector public,centr superior,proyect codig,vot emit
1995-27,rebelion milit,ultim años,decision adopt,denunci fals,territori nacional,deb ten,administr justici,empres public,españ interes,fin seman,arrest fin,tan import,abarqu tod,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral dij,electoral diput,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral dig,ñor diput,consej europe,proyect codig,sector public,izquierd unid,vot emit
1995-30,cas gal,dificil situacion,garantiz uso,uso racional,plan hidrolog,lleg hor,racional recurs,metr cubic,parlamentari grup,parlamentari general,parlamentari fundamental,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dej,electoral dig,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dentr,electoral dificil,ñor diput
